"Subplot","Species","Calculation","Value","Date","final_ID","Year","girdled."
"A01E","fagr","NPCI","0.1761465",2018-08-02,4024,2018,"n"
"A01E","fagr","RENDVI","0.4096076",2018-08-02,4024,2018,"n"
"A01E","fagr","PRI","0.1381586",2018-08-02,4024,2018,"n"
"A01W","acpe","NDVI","0.8320512",2018-08-02,4032,2018,"n"
"A01W","acpe","NPCI","-0.1198617",2018-08-02,4032,2018,"n"
"A01W","acpe","RENDVI","0.400428",2018-08-02,4032,2018,"n"
"A01W","acpe","PRI","0.128936",2018-08-02,4032,2018,"n"
"A01W","acpe","NDVI","0.8135798",2018-08-02,4035,2018,"n"
"A01W","acpe","NPCI","-0.1131213",2018-08-02,4035,2018,"n"
"A01W","acpe","RENDVI","0.3338003",2018-08-02,4035,2018,"n"
"A01W","acpe","PRI","0.1061456",2018-08-02,4035,2018,"n"
"A01W","fagr","NDVI","0.8652487",2018-08-02,2881,2018,"n"
"A01W","fagr","NPCI","-0.1244279",2018-08-02,2881,2018,"n"
"A01W","fagr","RENDVI","0.3734085",2018-08-02,2881,2018,"n"
"A01W","fagr","PRI","0.1430007",2018-08-02,2881,2018,"n"
"A01W","fagr","NDVI","0.8183325",2018-08-02,2880,2018,"n"
"A01W","fagr","NPCI","-0.2181358",2018-08-02,2880,2018,"n"
"A01W","fagr","RENDVI","0.3604748",2018-08-02,2880,2018,"n"
"A01W","fagr","PRI","0.1280194",2018-08-02,2880,2018,"n"
"A01W","fagr","NDVI","0.8465098",2018-08-02,2883,2018,"n"
"A01W","fagr","NPCI","0.06802291",2018-08-02,2883,2018,"n"
"A01W","fagr","RENDVI","0.3707203",2018-08-02,2883,2018,"n"
"A01W","fagr","PRI","0.1365708",2018-08-02,2883,2018,"n"
"A01W","fagr","NDVI","0.8288749",2018-08-02,2907,2018,"n"
"A01W","fagr","NPCI","-0.04135377",2018-08-02,2907,2018,"n"
"A01W","fagr","RENDVI","0.318746",2018-08-02,2907,2018,"n"
"A01W","fagr","PRI","0.128264",2018-08-02,2907,2018,"n"
"A01W","fagr","NDVI","0.8492238",2018-08-02,2906,2018,"n"
"A01W","fagr","NPCI","-0.08378156",2018-08-02,2906,2018,"n"
"A01W","fagr","RENDVI","0.3721252",2018-08-02,2906,2018,"n"
"A01W","fagr","PRI","0.1478336",2018-08-02,2906,2018,"n"
"A01W","fagr","NDVI","0.8332946",2018-08-02,4030,2018,"n"
"A01W","fagr","NPCI","-0.1183841",2018-08-02,4030,2018,"n"
"A01W","fagr","RENDVI","0.3716713",2018-08-02,4030,2018,"n"
"A01W","fagr","PRI","0.1248171",2018-08-02,4030,2018,"n"
"A01W","fagr","NDVI","0.8549436",2018-08-02,2934,2018,"n"
"A01W","fagr","NPCI","-0.1287753",2018-08-02,2934,2018,"n"
"A01W","fagr","RENDVI","0.4200473",2018-08-02,2934,2018,"n"
"A01W","fagr","PRI","0.1400837",2018-08-02,2934,2018,"n"
"A01W","fagr","NDVI","0.8314711",2018-08-02,4033,2018,"n"
"A01W","fagr","NPCI","-0.1134573",2018-08-02,4033,2018,"n"
"A01W","fagr","RENDVI","0.3776357",2018-08-02,4033,2018,"n"
"A01W","fagr","PRI","0.1276065",2018-08-02,4033,2018,"n"
"A01W","fagr","NDVI","0.8366695",2018-08-02,4036,2018,"n"
"A01W","fagr","NPCI","-0.1487415",2018-08-02,4036,2018,"n"
"A01W","fagr","RENDVI","0.3922611",2018-08-02,4036,2018,"n"
"A01W","fagr","PRI","0.1309208",2018-08-02,4036,2018,"n"
"A01W","fagr","NDVI","0.8549396",2018-08-02,4037,2018,"n"
"A01W","fagr","NPCI","-0.1537367",2018-08-02,4037,2018,"n"
"A01W","fagr","RENDVI","0.3779956",2018-08-02,4037,2018,"n"
"A01W","fagr","PRI","0.1385812",2018-08-02,4037,2018,"n"
"A02E","acpe","NDVI","0.8160477",2018-08-03,3092,2018,"n"
"A02E","acpe","NPCI","-0.03962307",2018-08-03,3092,2018,"n"
"A02E","acpe","RENDVI","0.3751214",2018-08-03,3092,2018,"n"
"A02E","acpe","PRI","0.127084",2018-08-03,3092,2018,"n"
"A02E","acpe","NDVI","0.8245603",2018-08-03,3165,2018,"n"
"A02E","acpe","NPCI","-0.08276226",2018-08-03,3165,2018,"n"
"A02E","acpe","RENDVI","0.3697155",2018-08-03,3165,2018,"n"
"A02E","acpe","PRI","0.1236215",2018-08-03,3165,2018,"n"
"A02E","acpe","NDVI","0.8070481",2018-08-03,3249,2018,"n"
"A02E","acpe","NPCI","-0.07334077",2018-08-03,3249,2018,"n"
"A02E","acpe","RENDVI","0.3483881",2018-08-03,3249,2018,"n"
"A02E","acpe","PRI","0.110225",2018-08-03,3249,2018,"n"
"A02E","acpe","NDVI","0.8493472",2018-08-03,3250,2018,"n"
"A02E","acpe","NPCI","-0.1223666",2018-08-03,3250,2018,"n"
"A02E","acpe","RENDVI","0.3749887",2018-08-03,3250,2018,"n"
"A02E","acpe","PRI","0.1350513",2018-08-03,3250,2018,"n"
"A02E","acpe","NDVI","0.8195571",2018-08-03,3252,2018,"n"
"A02E","acpe","NPCI","-0.1140871",2018-08-03,3252,2018,"n"
"A02E","acpe","RENDVI","0.393452",2018-08-03,3252,2018,"n"
"A02E","acpe","PRI","0.1290351",2018-08-03,3252,2018,"n"
"A02E","acpe","NDVI","0.8031333",2018-08-03,3253,2018,"n"
"A02E","acpe","NPCI","-0.1143298",2018-08-03,3253,2018,"n"
"A02E","acpe","RENDVI","0.4184692",2018-08-03,3253,2018,"n"
"A02E","acpe","PRI","0.1130329",2018-08-03,3253,2018,"n"
"A02E","acpe","NDVI","0.812507",2018-08-03,3254,2018,"n"
"A02E","acpe","NPCI","-0.1338539",2018-08-03,3254,2018,"n"
"A02E","acpe","RENDVI","0.3787335",2018-08-03,3254,2018,"n"
"A02E","acpe","PRI","0.1244189",2018-08-03,3254,2018,"n"
"A02E","acsa","NDVI","0.8473543",2018-08-03,3246,2018,"n"
"A02E","acsa","NPCI","0.03246512",2018-08-03,3246,2018,"n"
"A02E","acsa","RENDVI","0.3738913",2018-08-03,3246,2018,"n"
"A02E","acsa","PRI","0.1393252",2018-08-03,3246,2018,"n"
"A02E","fagr","NDVI","0.8173073",2018-08-03,3089,2018,"n"
"A02E","fagr","NPCI","-0.03780252",2018-08-03,3089,2018,"n"
"A02E","fagr","RENDVI","0.3215999",2018-08-03,3089,2018,"n"
"A02E","fagr","PRI","0.1208042",2018-08-03,3089,2018,"n"
"A02E","fagr","NDVI","0.8225408",2018-08-03,3090,2018,"n"
"A02E","fagr","NPCI","-0.117852",2018-08-03,3090,2018,"n"
"A02E","fagr","RENDVI","0.3435415",2018-08-03,3090,2018,"n"
"A02E","fagr","PRI","0.1302492",2018-08-03,3090,2018,"n"
"A02E","fagr","NDVI","0.8324045",2018-08-03,3247,2018,"n"
"A02E","fagr","NPCI","-0.02678875",2018-08-03,3247,2018,"n"
"A02E","fagr","RENDVI","0.3798079",2018-08-03,3247,2018,"n"
"A02E","fagr","PRI","0.1247285",2018-08-03,3247,2018,"n"
"A02E","fagr","NDVI","0.8251659",2018-08-03,3248,2018,"n"
"A02E","fagr","NPCI","-0.006850324",2018-08-03,3248,2018,"n"
"A02E","fagr","RENDVI","0.3805158",2018-08-03,3248,2018,"n"
"A02E","fagr","PRI","0.1193378",2018-08-03,3248,2018,"n"
"A02W","acpe","NDVI","0.8390517",2018-08-03,3000,2018,"n"
"A02W","acpe","NPCI","0.08297698",2018-08-03,3000,2018,"n"
"A02W","acpe","RENDVI","0.3597929",2018-08-03,3000,2018,"n"
"A02W","acpe","PRI","0.1303835",2018-08-03,3000,2018,"n"
"A02W","acpe","NDVI","0.843268",2018-08-03,3001,2018,"n"
"A02W","acpe","NPCI","0.08293986",2018-08-03,3001,2018,"n"
"A02W","acpe","RENDVI","0.3832418",2018-08-03,3001,2018,"n"
"A02W","acpe","PRI","0.127208",2018-08-03,3001,2018,"n"
"A02W","acpe","NDVI","0.844924",2018-08-03,4040,2018,"n"
"A02W","acpe","NPCI","0.08814156",2018-08-03,4040,2018,"n"
"A02W","acpe","RENDVI","0.3861798",2018-08-03,4040,2018,"n"
"A02W","acpe","PRI","0.127789",2018-08-03,4040,2018,"n"
"A02W","acpe","NDVI","0.8387831",2018-08-03,4041,2018,"n"
"A02W","acpe","NPCI","0.08419798",2018-08-03,4041,2018,"n"
"A02W","acpe","RENDVI","0.3892801",2018-08-03,4041,2018,"n"
"A02W","acpe","PRI","0.1284273",2018-08-03,4041,2018,"n"
"A02W","acpe","NDVI","0.8440173",2018-08-03,4042,2018,"n"
"A02W","acpe","NPCI","0.0621224",2018-08-03,4042,2018,"n"
"A02W","acpe","RENDVI","0.3869504",2018-08-03,4042,2018,"n"
"A02W","acpe","PRI","0.1203559",2018-08-03,4042,2018,"n"
"A02W","acpe","NDVI","0.8377971",2018-08-03,4043,2018,"n"
"A02W","acpe","NPCI","0.02619528",2018-08-03,4043,2018,"n"
"A02W","acpe","RENDVI","0.3698568",2018-08-03,4043,2018,"n"
"A02W","acpe","PRI","0.1191173",2018-08-03,4043,2018,"n"
"A02W","acpe","NDVI","0.8252961",2018-08-03,4050,2018,"n"
"A02W","acpe","NPCI","-0.005626884",2018-08-03,4050,2018,"n"
"A02W","acpe","RENDVI","0.3934136",2018-08-03,4050,2018,"n"
"A02W","acpe","PRI","0.1225622",2018-08-03,4050,2018,"n"
"A02W","acpe","NDVI","0.8075607",2018-08-03,4051,2018,"n"
"A02W","acpe","NPCI","-0.03770843",2018-08-03,4051,2018,"n"
"A02W","acpe","RENDVI","0.4167216",2018-08-03,4051,2018,"n"
"A02W","acpe","PRI","0.1104105",2018-08-03,4051,2018,"n"
"A02W","acpe","NDVI","0.8131782",2018-08-03,4052,2018,"n"
"A02W","acpe","NPCI","-0.02527098",2018-08-03,4052,2018,"n"
"A02W","acpe","RENDVI","0.384357",2018-08-03,4052,2018,"n"
"A02W","acpe","PRI","0.1184355",2018-08-03,4052,2018,"n"
"A02W","fagr","NDVI","0.8357579",2018-08-03,4046,2018,"n"
"A02W","fagr","NPCI","0.008276904",2018-08-03,4046,2018,"n"
"A02W","fagr","RENDVI","0.3350053",2018-08-03,4046,2018,"n"
"A02W","fagr","PRI","0.1120493",2018-08-03,4046,2018,"n"
"A02W","fagr","NDVI","0.8272542",2018-08-03,4047,2018,"n"
"A02W","fagr","NPCI","0.04532718",2018-08-03,4047,2018,"n"
"A02W","fagr","RENDVI","0.3121476",2018-08-03,4047,2018,"n"
"A02W","fagr","PRI","0.1012804",2018-08-03,4047,2018,"n"
"A02W","fagr","NDVI","0.8663783",2018-08-03,4048,2018,"n"
"A02W","fagr","NPCI","-0.003837497",2018-08-03,4048,2018,"n"
"A02W","fagr","RENDVI","0.4321687",2018-08-03,4048,2018,"n"
"A02W","fagr","PRI","0.142007",2018-08-03,4048,2018,"n"
"A03E","acpe","NDVI","0.8194405",2018-08-03,4002,2018,"n"
"A03E","acpe","NPCI","0.03840798",2018-08-03,4002,2018,"n"
"A03E","acpe","RENDVI","0.3132755",2018-08-03,4002,2018,"n"
"A03E","acpe","PRI","0.1077606",2018-08-03,4002,2018,"n"
"A03E","acsa","NDVI","0.8428358",2018-08-03,3995,2018,"n"
"A03E","acsa","NPCI","0.09456781",2018-08-03,3995,2018,"n"
"A03E","acsa","RENDVI","0.3589936",2018-08-03,3995,2018,"n"
"A03E","acsa","PRI","0.1170516",2018-08-03,3995,2018,"n"
"A03E","fagr","NDVI","0.8521454",2018-08-03,3996,2018,"n"
"A03E","fagr","NPCI","0.1171061",2018-08-03,3996,2018,"n"
"A03E","fagr","RENDVI","0.374896",2018-08-03,3996,2018,"n"
"A03E","fagr","PRI","0.1275845",2018-08-03,3996,2018,"n"
"A03E","fagr","NDVI","0.8498536",2018-08-03,3997,2018,"n"
"A03E","fagr","NPCI","0.05514696",2018-08-03,3997,2018,"n"
"A03E","fagr","RENDVI","0.401288",2018-08-03,3997,2018,"n"
"A03E","fagr","PRI","0.1373463",2018-08-03,3997,2018,"n"
"A03E","fagr","NDVI","0.8415963",2018-08-03,3999,2018,"n"
"A03E","fagr","NPCI","0.07290845",2018-08-03,3999,2018,"n"
"A03E","fagr","RENDVI","0.3611496",2018-08-03,3999,2018,"n"
"A03E","fagr","PRI","0.1209413",2018-08-03,3999,2018,"n"
"A03E","fagr","NDVI","0.8566097",2018-08-03,4000,2018,"n"
"A03E","fagr","NPCI","-0.01242823",2018-08-03,4000,2018,"n"
"A03E","fagr","RENDVI","0.4042865",2018-08-03,4000,2018,"n"
"A03E","fagr","PRI","0.1399017",2018-08-03,4000,2018,"n"
"A03E","fagr","NDVI","0.8670455",2018-08-03,2508,2018,"n"
"A03E","fagr","NPCI","0.02169748",2018-08-03,2508,2018,"n"
"A03E","fagr","RENDVI","0.4470431",2018-08-03,2508,2018,"n"
"A03E","fagr","PRI","0.1409883",2018-08-03,2508,2018,"n"
"A03E","fagr","NDVI","0.828226",2018-08-03,4003,2018,"n"
"A03E","fagr","NPCI","0.1030873",2018-08-03,4003,2018,"n"
"A03E","fagr","RENDVI","0.356019",2018-08-03,4003,2018,"n"
"A03E","fagr","PRI","0.1110703",2018-08-03,4003,2018,"n"
"A03E","fagr","NDVI","0.8636514",2018-08-03,4004,2018,"n"
"A03E","fagr","NPCI","-0.03914257",2018-08-03,4004,2018,"n"
"A03E","fagr","RENDVI","0.435753",2018-08-03,4004,2018,"n"
"A03E","fagr","PRI","0.1381136",2018-08-03,4004,2018,"n"
"A03E","fagr","NDVI","0.8350793",2018-08-03,2554,2018,"n"
"A03E","fagr","NPCI","-0.02524007",2018-08-03,2554,2018,"n"
"A03E","fagr","RENDVI","0.3388239",2018-08-03,2554,2018,"n"
"A03E","fagr","PRI","0.1270453",2018-08-03,2554,2018,"n"
"A03E","fagr","NDVI","0.8437219",2018-08-03,2552,2018,"n"
"A03E","fagr","NPCI","-0.1118285",2018-08-03,2552,2018,"n"
"A03E","fagr","RENDVI","0.3853469",2018-08-03,2552,2018,"n"
"A03E","fagr","PRI","0.1371023",2018-08-03,2552,2018,"n"
"A03E","fagr","NDVI","0.8118919",2018-08-03,2553,2018,"n"
"A03E","fagr","NPCI","-0.03310382",2018-08-03,2553,2018,"n"
"A03E","fagr","RENDVI","0.3508452",2018-08-03,2553,2018,"n"
"A03E","fagr","PRI","0.1013738",2018-08-03,2553,2018,"n"
"A03W","acpe","NDVI","0.8391368",2018-08-03,4006,2018,"n"
"A03W","acpe","NPCI","0.1981381",2018-08-03,4006,2018,"n"
"A03W","acpe","RENDVI","0.3107886",2018-08-03,4006,2018,"n"
"A03W","acpe","PRI","0.08454535",2018-08-03,4006,2018,"n"
"A03W","acpe","NDVI","0.8536401",2018-08-03,2388,2018,"n"
"A03W","acpe","NPCI","0.1107441",2018-08-03,2388,2018,"n"
"A03W","acpe","RENDVI","0.4133291",2018-08-03,2388,2018,"n"
"A03W","acpe","PRI","0.1284646",2018-08-03,2388,2018,"n"
"A03W","acpe","NDVI","0.8365921",2018-08-03,4009,2018,"n"
"A03W","acpe","NPCI","0.09076184",2018-08-03,4009,2018,"n"
"A03W","acpe","RENDVI","0.4022224",2018-08-03,4009,2018,"n"
"A03W","acpe","PRI","0.1208374",2018-08-03,4009,2018,"n"
"A03W","fagr","NDVI","0.8473107",2018-08-03,2362,2018,"n"
"A03W","fagr","NPCI","0.07332785",2018-08-03,2362,2018,"n"
"A03W","fagr","RENDVI","0.3556077",2018-08-03,2362,2018,"n"
"A03W","fagr","PRI","0.1219432",2018-08-03,2362,2018,"n"
"A03W","fagr","NDVI","0.8621531",2018-08-03,4007,2018,"n"
"A03W","fagr","NPCI","0.2161936",2018-08-03,4007,2018,"n"
"A03W","fagr","RENDVI","0.3430038",2018-08-03,4007,2018,"n"
"A03W","fagr","PRI","0.120525",2018-08-03,4007,2018,"n"
"A03W","fagr","NDVI","0.8547634",2018-08-03,4010,2018,"n"
"A03W","fagr","NPCI","-0.02882113",2018-08-03,4010,2018,"n"
"A03W","fagr","RENDVI","0.4201114",2018-08-03,4010,2018,"n"
"A03W","fagr","PRI","0.1328845",2018-08-03,4010,2018,"n"
"A03W","fagr","NDVI","0.8398217",2018-08-03,4011,2018,"n"
"A03W","fagr","NPCI","0.004430479",2018-08-03,4011,2018,"n"
"A03W","fagr","RENDVI","0.3403545",2018-08-03,4011,2018,"n"
"A03W","fagr","PRI","0.12157",2018-08-03,4011,2018,"n"
"A03W","fagr","NDVI","0.8126787",2018-08-03,4012,2018,"n"
"A03W","fagr","NPCI","0.001518236",2018-08-03,4012,2018,"n"
"A03W","fagr","RENDVI","0.3336717",2018-08-03,4012,2018,"n"
"A03W","fagr","PRI","0.1100846",2018-08-03,4012,2018,"n"
"A03W","fagr","NDVI","0.8620085",2018-08-03,4013,2018,"n"
"A03W","fagr","NPCI","0.1021833",2018-08-03,4013,2018,"n"
"A03W","fagr","RENDVI","0.3163347",2018-08-03,4013,2018,"n"
"A03W","fagr","PRI","0.1154956",2018-08-03,4013,2018,"n"
"A03W","fagr","NDVI","0.8464471",2018-08-03,4015,2018,"n"
"A03W","fagr","NPCI","0.06198037",2018-08-03,4015,2018,"n"
"A03W","fagr","RENDVI","0.3540597",2018-08-03,4015,2018,"n"
"A03W","fagr","PRI","0.1214893",2018-08-03,4015,2018,"n"
"A03W","fagr","NDVI","0.869528",2018-08-03,4016,2018,"n"
"A03W","fagr","NPCI","0.09893879",2018-08-03,4016,2018,"n"
"A03W","fagr","RENDVI","0.3949866",2018-08-03,4016,2018,"n"
"A03W","fagr","PRI","0.1422489",2018-08-03,4016,2018,"n"
"A03W","fagr","NDVI","0.8499154",2018-08-03,4017,2018,"n"
"A03W","fagr","NPCI","0.2039937",2018-08-03,4017,2018,"n"
"A03W","fagr","RENDVI","0.3589027",2018-08-03,4017,2018,"n"
"A03W","fagr","PRI","0.1258396",2018-08-03,4017,2018,"n"
"A04E","acpe","NDVI","0.8363239",2018-08-02,2684,2018,"n"
"A04E","acpe","NPCI","0.07122111",2018-08-02,2684,2018,"n"
"A04E","acpe","RENDVI","0.4202868",2018-08-02,2684,2018,"n"
"A04E","acpe","PRI","0.1252633",2018-08-02,2684,2018,"n"
"A04E","acpe","NDVI","0.8073838",2018-08-02,4066,2018,"n"
"A04E","acpe","NPCI","0.06168666",2018-08-02,4066,2018,"n"
"A04E","acpe","RENDVI","0.3848834",2018-08-02,4066,2018,"n"
"A04E","acpe","PRI","0.1083922",2018-08-02,4066,2018,"n"
"A04E","acpe","NDVI","0.8404867",2018-08-02,4067,2018,"n"
"A04E","acpe","NPCI","0.08882582",2018-08-02,4067,2018,"n"
"A04E","acpe","RENDVI","0.4556252",2018-08-02,4067,2018,"n"
"A04E","acpe","PRI","0.1140848",2018-08-02,4067,2018,"n"
"A04E","acpe","NDVI","0.8323483",2018-08-02,2733,2018,"n"
"A04E","acpe","NPCI","-0.0048861",2018-08-02,2733,2018,"n"
"A04E","acpe","RENDVI","0.3885755",2018-08-02,2733,2018,"n"
"A04E","acpe","PRI","0.1188398",2018-08-02,2733,2018,"n"
"A04E","acpe","NDVI","0.8289785",2018-08-02,4071,2018,"n"
"A04E","acpe","NPCI","0.01782577",2018-08-02,4071,2018,"n"
"A04E","acpe","RENDVI","0.3925133",2018-08-02,4071,2018,"n"
"A04E","acpe","PRI","0.1220959",2018-08-02,4071,2018,"n"
"A04E","acpe","NDVI","0.8452016",2018-08-02,4072,2018,"n"
"A04E","acpe","NPCI","0.05159063",2018-08-02,4072,2018,"n"
"A04E","acpe","RENDVI","0.3828445",2018-08-02,4072,2018,"n"
"A04E","acpe","PRI","0.1266115",2018-08-02,4072,2018,"n"
"A04E","acpe","NDVI","0.832074",2018-08-02,4073,2018,"n"
"A04E","acpe","NPCI","0.07500772",2018-08-02,4073,2018,"n"
"A04E","acpe","RENDVI","0.3712188",2018-08-02,4073,2018,"n"
"A04E","acpe","PRI","0.1191719",2018-08-02,4073,2018,"n"
"A04E","acpe","NDVI","0.8310509",2018-08-02,4074,2018,"n"
"A04E","acpe","NPCI","0.07544859",2018-08-02,4074,2018,"n"
"A04E","acpe","RENDVI","0.3490421",2018-08-02,4074,2018,"n"
"A04E","acpe","PRI","0.1142683",2018-08-02,4074,2018,"n"
"A04E","fagr","NDVI","0.8481444",2018-08-02,2708,2018,"n"
"A04E","fagr","NPCI","0.008192122",2018-08-02,2708,2018,"n"
"A04E","fagr","RENDVI","0.3946351",2018-08-02,2708,2018,"n"
"A04E","fagr","PRI","0.1280995",2018-08-02,2708,2018,"n"
"A04E","fagr","NDVI","0.8403375",2018-08-02,2709,2018,"n"
"A04E","fagr","NPCI","0.04134477",2018-08-02,2709,2018,"n"
"A04E","fagr","RENDVI","0.4085433",2018-08-02,2709,2018,"n"
"A04E","fagr","PRI","0.1265033",2018-08-02,2709,2018,"n"
"A04E","fagr","NDVI","0.8065367",2018-08-02,2718,2018,"n"
"A04E","fagr","NPCI","0.0211693",2018-08-02,2718,2018,"n"
"A04E","fagr","RENDVI","0.3576863",2018-08-02,2718,2018,"n"
"A04E","fagr","PRI","0.1111175",2018-08-02,2718,2018,"n"
"A04E","fagr","NDVI","0.8584155",2018-08-02,2760,2018,"n"
"A04E","fagr","NPCI","0.01536452",2018-08-02,2760,2018,"n"
"A04E","fagr","RENDVI","0.3950295",2018-08-02,2760,2018,"n"
"A04E","fagr","PRI","0.1327777",2018-08-02,2760,2018,"n"
"A04W","acsa","NDVI","0.8392068",2018-08-02,2643,2018,"n"
"A04W","acsa","NPCI","-0.001844027",2018-08-02,2643,2018,"n"
"A04W","acsa","RENDVI","0.4070508",2018-08-02,2643,2018,"n"
"A04W","acsa","PRI","0.1257707",2018-08-02,2643,2018,"n"
"A04W","fagr","NDVI","0.8460062",2018-08-02,4055,2018,"n"
"A04W","fagr","NPCI","-0.000122013",2018-08-02,4055,2018,"n"
"A04W","fagr","RENDVI","0.3843005",2018-08-02,4055,2018,"n"
"A04W","fagr","PRI","0.1386152",2018-08-02,4055,2018,"n"
"A04W","fagr","NDVI","0.8618752",2018-08-02,2593,2018,"n"
"A04W","fagr","NPCI","0.1076508",2018-08-02,2593,2018,"n"
"A04W","fagr","RENDVI","0.3749506",2018-08-02,2593,2018,"n"
"A04W","fagr","PRI","0.1418039",2018-08-02,2593,2018,"n"
"A04W","fagr","NDVI","0.8241127",2018-08-02,4056,2018,"n"
"A04W","fagr","NPCI","0.06953911",2018-08-02,4056,2018,"n"
"A04W","fagr","RENDVI","0.4147597",2018-08-02,4056,2018,"n"
"A04W","fagr","PRI","0.1221472",2018-08-02,4056,2018,"n"
"A04W","fagr","NDVI","0.8391618",2018-08-02,4058,2018,"n"
"A04W","fagr","NPCI","-0.01406978",2018-08-02,4058,2018,"n"
"A04W","fagr","RENDVI","0.369586",2018-08-02,4058,2018,"n"
"A04W","fagr","PRI","0.1229174",2018-08-02,4058,2018,"n"
"A04W","fagr","NDVI","0.8328166",2018-08-02,4059,2018,"n"
"A04W","fagr","NPCI","0.05289697",2018-08-02,4059,2018,"n"
"A04W","fagr","RENDVI","0.3815318",2018-08-02,4059,2018,"n"
"A04W","fagr","PRI","0.1221472",2018-08-02,4059,2018,"n"
"A04W","fagr","NDVI","0.8213451",2018-08-02,4060,2018,"n"
"A04W","fagr","NPCI","-0.004060504",2018-08-02,4060,2018,"n"
"A04W","fagr","RENDVI","0.3245661",2018-08-02,4060,2018,"n"
"A04W","fagr","PRI","0.1180094",2018-08-02,4060,2018,"n"
"A04W","fagr","NDVI","0.8529347",2018-08-02,2647,2018,"n"
"A04W","fagr","NPCI","0.005393169",2018-08-02,2647,2018,"n"
"A04W","fagr","RENDVI","0.3968408",2018-08-02,2647,2018,"n"
"A04W","fagr","PRI","0.1388941",2018-08-02,2647,2018,"n"
"A04W","fagr","NDVI","0.7870572",2018-08-02,4062,2018,"n"
"A04W","fagr","NPCI","0.04652374",2018-08-02,4062,2018,"n"
"A04W","fagr","RENDVI","0.3557364",2018-08-02,4062,2018,"n"
"A04W","fagr","PRI","0.1083843",2018-08-02,4062,2018,"n"
"A04W","fagr","NDVI","0.8410659",2018-08-02,4063,2018,"n"
"A04W","fagr","NPCI","0.02527569",2018-08-02,4063,2018,"n"
"A04W","fagr","RENDVI","0.3888381",2018-08-02,4063,2018,"n"
"A04W","fagr","PRI","0.1277247",2018-08-02,4063,2018,"n"
