date,tag_number,leaf_area_cm2,leaf_mass_g,LMA_gm2,IRGA_covered_area,Asat_multiplier,initials,notes
7/22/2019,2647,53.22,0.1321,24.82149568,6,1,LH & AB,
7/22/2019,2668,77.1,0.2165,28.08041505,6,1,LH & AB,
7/23/2019,3247,47.28,0.1172,24.78849408,6,1,LH & AB,
7/22/2019,4064,62.19,0.1441,23.1709278,6,1,LH & AB,
7/17/2019,3276,56.23,0.1341,23.84847946,6,1,LH & AB,
7/17/2019,2060,88.2,0.2395,27.15419501,6,1,LH & AB,
7/17/2019,3273,47.64,0.1368,28.71536524,6,1,LH & AB,
7/17/2019,2003,65.09,0.2101,32.27838378,6,1,LH & AB,
7/17/2019,3278,65.37,0.2536,38.79455408,6,1,LH & AB,
7/17/2019,3280,51.27,0.2109,41.13516676,6,1,LH & AB,
7/17/2019,3279,59.43,0.1885,31.71798755,6,1,LH & AB,
7/17/2019,2062,69.37,0.1856,26.75508145,6,1,LH & AB,
7/17/2019,3272,55.2,0.1443,26.14130435,6,1,LH & AB,
7/17/2019,1968,68.46,0.1915,27.97253871,6,1,LH & AB,
7/8/2019,3993,120.93,0.426,35.22699082,6,1,LH & AB,
7/8/2019,3968,162.94,0.5992,36.77427274,6,1,LH & AB,
7/8/2019,3989,138.35,0.4225,30.53848934,6,1,LH & AB,
7/8/2019,3980,151.5,0.5283,34.87128713,6,1,LH & AB,
7/8/2019,3976,144.52,0.5066,35.05397177,6,1,LH & AB,
7/8/2019,3985,182.99,0.6213,33.95267501,6,1,LH & AB,
7/8/2019,3167,156.87,0.4963,31.63766176,6,1,LH & AB,
7/8/2019,3168,201.55,0.7603,37.72264947,6,1,LH & AB,
7/8/2019,3986,229.45,0.8228,35.85966441,6,1,LH & AB,
7/8/2019,3169,121.57,0.3574,29.39870034,6,1,LH & AB,
7/8/2019,3172,42.28,0.1452,34.34247871,6,1,LH & AB,
7/8/2019,3175,94.38,0.251,26.5946175,6,1,LH & AB,
7/8/2019,3170,50.65,0.138,27.24580454,6,1,LH & AB,
7/8/2019,3166,92.59,0.3071,33.1677287,6,1,LH & AB,
7/8/2019,3174,57.17,0.1952,34.1437817,6,1,LH & AB,
7/8/2019,3176,68.04,0.2838,41.71075838,6,1,LH & AB,
7/8/2019,3171,53.06,0.185,34.86618922,6,1,LH & AB,
7/8/2019,3173,89.14,0.297,33.31837559,6,1,LH & AB,
7/8/2019,1198,62.43,0.1842,29.50504565,6,1,LH & AB,
7/8/2019,3977,22.94,0.0845,36.83522232,6,1,LH & AB,
7/8/2019,3973,59.03,0.1554,26.32559715,6,1,LH & AB,
7/8/2019,966,39.31,0.1013,25.76952429,6,1,LH & AB,
7/8/2019,3974,90.65,0.2956,32.60893547,6,1,LH & AB,
7/8/2019,3969,59.53,0.1791,30.08567109,6,1,LH & AB,
7/8/2019,934,91.07,0.3181,34.92917536,6,1,LH & AB,
7/8/2019,931,50.04,0.202,40.36770584,6,1,LH & AB,
7/8/2019,3978,50.71,0.1663,32.79432065,6,1,LH & AB,
7/8/2019,3990,76.02,0.2481,32.63614838,6,1,LH & AB,
7/8/2019,3988,64.66,0.2122,32.81781627,6,1,LH & AB,
7/8/2019,3992,81.82,0.2352,28.74602787,6,1,LH & AB,
7/8/2019,3979,53.33,0.2175,40.78379899,6,1,LH & AB,
7/8/2019,3991,100.09,0.3732,37.2864422,6,1,LH & AB,
7/9/2019,3331,42.77,0.1473,34.44002806,6,1,LH & AB,
7/9/2019,3182,38.23,0.1352,35.36489668,6,1,LH & AB,
7/9/2019,3333,76.2,0.3043,39.9343832,6,1,LH & AB,
7/9/2019,3334,79.13,0.3543,44.77442184,6,1,LH & AB,
7/9/2019,3330,49.37,0.1818,36.82398218,6,1,LH & AB,
7/9/2019,3183,47.2,0.1721,36.46186441,6,1,LH & AB,
7/9/2019,3343,64.42,0.2695,41.8348339,6,1,LH & AB,
7/9/2019,3344,65.35,0.3012,46.09028309,6,1,LH & AB,
7/9/2019,3340,52.16,0.1935,37.09739264,6,1,LH & AB,
7/9/2019,3338,71.13,0.384,53.98566006,6,1,LH & AB,
7/9/2019,3339,38.75,0.1943,50.14193548,6,1,LH & AB,
7/9/2019,3335,68.92,0.2399,34.80847359,6,1,LH & AB,
7/9/2019,3313,47.68,0.1551,32.52936242,6,1,LH & AB,
7/9/2019,1451,72.03,0.3287,45.63376371,6,1,LH & AB,
7/9/2019,3327,43.63,0.1759,40.31629613,6,1,LH & AB,
7/9/2019,3326,49.34,0.2337,47.36522092,6,1,LH & AB,
7/9/2019,3312,70.5,0.3788,53.73049645,6,1,LH & AB,
7/9/2019,1273,122.19,0.43,35.19109583,6,1,LH & AB,
7/9/2019,1274,117.53,0.3658,31.12396835,6,1,LH & AB,
7/9/2019,1292,30.84,0.1201,38.94293126,6,1,LH & AB,
7/9/2019,3179,57.75,0.2066,35.77489177,6,1,LH & AB,
7/9/2019,1295,53.48,0.2524,47.19521316,6,1,LH & AB,
7/9/2019,3185,51.55,0.1589,30.82444229,6,1,LH & AB,
7/9/2019,3322,34.34,0.1607,46.7967385,6,1,LH & AB,
7/9/2019,3323,67.34,0.2235,33.18978319,6,1,LH & AB,
7/9/2019,3316,41.81,0.1619,38.72279359,6,1,LH & AB,
7/9/2019,3318,56.47,0.1874,33.18576235,6,1,LH & AB,
7/9/2019,3317,49.94,0.1605,32.13856628,6,1,LH & AB,
7/9/2019,3181,170.01,0.6673,39.25063232,6,1,LH & AB,
7/9/2019,3184,194.16,0.5787,29.8053152,6,1,LH & AB,
7/9/2019,1272,162.63,0.5058,31.10127283,6,1,LH & AB,
7/9/2019,3186,192.74,0.567,29.41786863,6,1,LH & AB,
7/9/2019,3321,124.38,0.459,36.90303907,6,1,LH & AB,
7/9/2019,3342,104.83,0.4241,40.45597634,6,1,LH & AB,
7/9/2019,3329,153.06,0.6335,41.38899778,6,1,LH & AB,
7/12/2019,4077,62.17,0.1755,28.22904938,6,1,LH & AB,
7/12/2019,1755,40.07,0.1365,34.06538558,6,1,LH & AB,
7/12/2019,1752,45,0.1459,32.42222222,6,1,LH & AB,
7/12/2019,1834,72.84,0.317,43.52004393,6,1,LH & AB,
7/12/2019,4106,52.9,0.1213,22.93005671,6,1,LH & AB,
7/12/2019,4104,68.09,0.1632,23.96827728,6,1,LH & AB,
7/12/2019,1649,108.85,0.2931,26.92696371,6,1,LH & AB,
7/12/2019,1594,32.5,0.1165,35.84615385,6,1,LH & AB,
7/12/2019,4082,67.05,0.1929,28.76957494,6,1,LH & AB,
7/12/2019,4084,29.19,0.0921,31.55190134,6,1,LH & AB,
7/12/2019,1756,43.14,0.145,33.61149745,6,1,LH & AB,
7/12/2019,4078,63.56,0.1932,30.39647577,6,1,LH & AB,
7/12/2019,4080,46.79,0.1309,27.97606326,6,1,LH & AB,
7/12/2019,4105,42.37,0.096,22.65754071,6,1,LH & AB,
7/12/2019,4098,75.44,0.212,28.10180276,6,1,LH & AB,
7/12/2019,1741,41.09,0.1187,28.88780725,6,1,LH & AB,
7/12/2019,1631,34.22,0.0978,28.57977791,6,1,LH & AB,
7/12/2019,1627,40.13,0.0916,22.8258161,6,1,LH & AB,
7/12/2019,1628,58.98,0.1465,24.83892845,6,1,LH & AB,
7/12/2019,1647,44.99,0.1156,25.6945988,6,1,LH & AB,
7/12/2019,1595,72.86,0.1898,26.04995883,6,1,LH & AB,
7/12/2019,1592,33.5,0.1229,36.68656716,6,1,LH & AB,
7/12/2019,4097,30.64,0.0799,26.0770235,6,1,LH & AB,
7/12/2019,4096,51.65,0.14,27.10551791,6,1,LH & AB,
7/12/2019,4102,53.38,0.1512,28.32521544,6,1,LH & AB,
7/12/2019,4100,61.74,0.1607,26.02850664,6,1,LH & AB,
7/12/2019,1663,67.5,0.1961,29.05185185,6,1,LH & AB,
7/12/2019,4099,24.94,0.0851,34.12189254,6,1,LH & AB,
7/12/2019,4139,52.64,0.1618,30.73708207,6,1,LH & AB,
7/12/2019,4076,95.97,0.3157,32.89569657,6,1,LH & AB,
7/12/2019,1780,120.24,0.3615,30.06487026,6,1,LH & AB,
7/12/2019,4083,108.99,0.3574,32.79199927,6,1,LH & AB,
7/12/2019,4095,123.48,0.3443,27.88305799,6,1,LH & AB,
7/12/2019,1742,197.66,0.6322,31.98421532,6,1,LH & AB,
7/12/2019,4103,211.83,0.6671,31.49223434,6,1,LH & AB,
7/11/2019,1884,116.27,0.4007,34.46288811,6,1,LH & AB,
7/11/2019,4079,175.46,0.5386,30.69645503,6,1,LH & AB,
7/11/2019,4094,148.01,0.3875,26.18066347,6,1,LH & AB,
7/11/2019,4087,59.24,0.1701,28.71370695,6,1,LH & AB,
7/11/2019,3959,32.44,0.109,33.60049322,6,1,LH & AB,
7/11/2019,3966,85.32,0.3906,45.78059072,6,1,LH & AB,
7/11/2019,805,78.41,0.296,37.75028695,6,1,LH & AB,
7/11/2019,806,71.78,0.2901,40.41515743,6,1,LH & AB,
7/11/2019,3962,73.26,0.1891,25.81217581,6,1,LH & AB,
7/11/2019,879,78.7,0.3922,49.83481576,6,1,LH & AB,
7/11/2019,3951,58.04,0.2373,40.88559614,6,1,LH & AB,
7/11/2019,3950,30.36,0.1399,46.08036891,6,1,LH & AB,
7/11/2019,3947,118.32,0.5641,47.67579446,6,1,LH & AB,
7/11/2019,3949,56.68,0.2566,45.27170078,6,1,LH & AB,
7/11/2019,3948,52.22,0.2115,40.50172348,6,1,LH & AB,
7/11/2019,3954,43.1,0.123,28.53828306,6,1,LH & AB,
7/11/2019,3953,57.9,0.2314,39.96545769,6,1,LH & AB,
7/11/2019,3955,81.26,0.3917,48.20329806,6,1,LH & AB,
7/11/2019,3942,40.46,0.1611,39.81710331,6,1,LH & AB,
7/11/2019,3943,57.03,0.2192,38.43591092,6,1,LH & AB,
7/11/2019,3944,75.98,0.3145,41.3924717,6,1,LH & AB,
7/11/2019,4093,53.72,0.1337,24.88830975,6,1,LH & AB,
7/11/2019,1949,83.15,0.2581,31.04028863,6,1,LH & AB,
7/11/2019,4090,54.51,0.1879,34.47073931,6,1,LH & AB,
7/11/2019,4091,40.91,0.1333,32.58372036,6,1,LH & AB,
7/11/2019,4092,44.85,0.1359,30.30100334,6,1,LH & AB,
7/11/2019,4088,53.38,0.1388,26.00224803,6,1,LH & AB,
7/11/2019,4089,78.51,0.243,30.95147115,6,1,LH & AB,
7/11/2019,775,75.54,0.2217,29.34868944,6,1,LH & AB,
7/11/2019,3963,104.63,0.4533,43.32409443,6,1,LH & AB,
7/11/2019,4101,57,0.1923,33.73684211,6,1,LH & AB,
7/22/2019,2684,205.12,0.5398,26.31630265,6,1,LH & AB,
7/22/2019,4073,233.88,0.6049,25.86369078,6,1,LH & AB,
7/22/2019,4074,255.07,0.6338,24.84808092,6,1,LH & AB,
7/22/2019,4066,78.31,0.1946,24.84995531,6,1,LH & AB,
7/22/2019,4071,130.96,0.3219,24.58002443,6,1,LH & AB,
7/22/2019,2733,104.07,0.2347,22.55212838,6,1,LH & AB,
7/22/2019,4067,104.92,0.2527,24.08501716,6,1,LH & AB,
7/22/2019,4019,180.03,0.5583,31.01149808,6,1,LH & AB,
7/22/2019,4022,110.12,0.2993,27.17944061,6,1,LH & AB,
7/22/2019,4027,168.99,0.4067,24.06651281,6,1,LH & AB,
7/22/2019,4025,130.69,0.322,24.63845742,6,1,LH & AB,
7/22/2019,4026,166.41,0.4112,24.71005348,6,1,LH & AB,
7/22/2019,2838,128.45,0.3031,23.59673025,6,1,LH & AB,
7/22/2019,2835,153.92,0.333,21.63461538,6,1,LH & AB,
7/22/2019,2836,223.9,0.6719,30.00893256,6,1,LH & AB,
7/22/2019,4020,114.5,0.2793,24.3930131,6,1,LH & AB,
7/22/2019,4063,55.89,0.1383,24.74503489,6,1,LH & AB,
7/22/2019,2643,84.56,0.2361,27.92100284,6,1,LH & AB,
7/22/2019,4056,81.85,0.1688,20.62309102,6,1,LH & AB,
7/22/2019,4062,87.83,0.2016,22.95343277,6,1,LH & AB,
7/22/2019,4058,75.01,0.1834,24.45007332,6,1,LH & AB,
7/22/2019,4060,64.34,0.1528,23.74883432,6,1,LH & AB,
7/22/2019,4059,53.9,0.1346,24.97217069,6,1,LH & AB,
7/22/2019,4055,71.17,0.1559,21.90529718,6,1,LH & AB,
7/22/2019,4023,53.14,0.1474,27.73805043,6,1,LH & AB,
7/22/2019,2718,57.29,0.1307,22.81375458,6,1,LH & AB,
7/22/2019,4072,43.38,0.0914,21.06961734,6,1,LH & AB,
7/22/2019,2709,98.99,0.2503,25.28538236,6,1,LH & AB,
7/22/2019,2760,80.73,0.2359,29.22085966,6,1,LH & AB,
7/22/2019,2708,54.16,0.13,24.00295421,6,1,LH & AB,
7/22/2019,2593,55.13,0.1208,21.91184473,6,1,LH & AB,
7/25/2019,526,55.57,0.1953,35.14486234,6,1,AS & AB,
7/25/2019,527,70.55,0.3066,43.45854004,6,1,AS & AB,
7/25/2019,3190,33.46,0.096,28.6909743,6,1,AS & AB,
7/25/2019,538,70.47,0.2989,42.41521215,6,1,AS & AB,
7/25/2019,3193,55.97,0.3081,55.04734679,6,1,AS & AB,
7/25/2019,3192,31.94,0.1564,48.96681277,6,1,AS & AB,
7/25/2019,3196,73.19,0.4693,64.12078153,6,1,AS & AB,
7/25/2019,3197,59.05,0.3701,62.67569856,6,1,AS & AB,
7/25/2019,3198,66.96,0.3154,47.10274791,6,1,AS & AB,
7/25/2019,513,36.19,0.2228,61.56396795,6,1,AS & AB,
7/25/2019,3188,151.77,0.9941,65.50042828,6,1,AS & AB,
7/25/2019,3187,86.79,0.462,53.23193916,6,1,AS & AB,
7/25/2019,3209,103.2,0.4588,44.45736434,6,1,AS & AB,
7/25/2019,3208,60.67,0.2466,40.64611835,6,1,AS & AB,
7/25/2019,3210,33.38,0.1225,36.69862193,6,1,AS & AB,
7/25/2019,3205,59.03,0.341,57.767237,6,1,AS & AB,
7/25/2019,3206,57.97,0.2823,48.69760221,6,1,AS & AB,
7/25/2019,441,67.5,0.4501,66.68148148,6,1,AS & AB,
7/25/2019,414,7.96,0.0394,49.49748744,6,1,AS & AB,is baby
7/25/2019,3202,142.25,0.6806,47.84534271,6,1,AS & AB,
7/25/2019,3201,125.04,0.6761,54.07069738,6,1,AS & AB,
7/25/2019,388,51.09,0.2529,49.5008808,6,1,AS & AB,
7/25/2019,389,57.45,0.2742,47.72845953,6,1,AS & AB,
7/25/2019,390,31.06,0.0887,28.55763039,6,1,AS & AB,
7/25/2019,3240,50.74,0.3247,63.99290501,6,1,AS & AB,
7/25/2019,3239,75.08,0.292,38.89184869,6,1,AS & AB,
7/25/2019,242,31.06,0.1155,37.18609144,6,1,AS & AB,
7/25/2019,3237,80.18,0.3138,39.13694188,6,1,AS & AB,
7/25/2019,3231,82.25,0.411,49.96960486,6,1,AS & AB,
7/25/2019,3232,57.59,0.2165,37.59333218,6,1,AS & AB,
7/25/2019,3233,35.55,0.1088,30.604782,6,1,AS & AB,
7/25/2019,3236,32.8,0.1323,40.33536585,6,1,AS & AB,
7/16/2019,4113,47.92,0.1499,31.28130217,6,1,LH & AB,
7/16/2019,3262,83.89,0.254,30.27774467,6,1,LH & AB,
7/16/2019,3263,65.98,0.2148,32.55531979,6,1,LH & AB,
7/16/2019,3266,27.02,0.076,28.1273131,6,1,LH & AB,
7/16/2019,3267,55.57,0.1387,24.95951053,6,1,LH & AB,
7/16/2019,2130,41.93,0.1553,37.03792034,6,1,LH & AB,
7/16/2019,3265,47.42,0.1433,30.21931674,6,1,LH & AB,
7/16/2019,3270,55.65,0.1947,34.98652291,6,1,LH & AB,
7/16/2019,3271,75.61,0.2307,30.51183706,6,1,LH & AB,
7/16/2019,3258,56.71,0.1499,26.43272791,6,1,LH & AB,
7/16/2019,3259,49.57,0.1396,28.16219488,6,1,LH & AB,
7/16/2019,3257,42.6,0.1185,27.81690141,6,1,LH & AB,
7/16/2019,4127,25.3,0.0825,32.60869565,6,1,LH & AB,
7/16/2019,4126,43.14,0.1218,28.23365786,6,1,LH & AB,
7/16/2019,2206,43.26,0.1015,23.46278317,6,1,LH & AB,
7/16/2019,4122,77.42,0.2285,29.51433738,6,1,LH & AB,
7/16/2019,4121,87.79,0.3162,36.01776968,6,1,LH & AB,
7/16/2019,4120,86.63,0.3194,36.86944477,6,1,LH & AB,
7/16/2019,4114,51.99,0.1491,28.67859204,6,1,LH & AB,
7/16/2019,2263,67.17,0.2036,30.31115081,6,1,LH & AB,
7/16/2019,2312,74.54,0.2855,38.30158304,6,1,LH & AB,
7/16/2019,4112,46.82,0.1763,37.65484836,6,1,LH & AB,
7/16/2019,2262,59.7,0.1791,30,6,1,LH & AB,
7/16/2019,4109,53.85,0.1593,29.5821727,6,1,LH & AB,
7/16/2019,4107,56.8,0.1827,32.16549296,6,1,LH & AB,
7/16/2019,4125,57.97,0.235,40.53820942,6,1,LH & AB,
7/16/2019,4123,45.62,0.1801,39.47829899,6,1,LH & AB,
7/16/2019,4110,63.03,0.1981,31.42947803,6,1,LH & AB,
7/16/2019,4124,40.49,0.1506,37.19436898,6,1,LH & AB,
7/16/2019,2226,252.5,0.7405,29.32673267,6,1,LH & AB,
7/16/2019,2227,160.49,0.4104,25.57168671,6,1,LH & AB,
7/16/2019,2228,170.72,0.5157,30.20735708,6,1,LH & AB,
7/16/2019,4111,156.3,0.5101,32.63595649,6,1,LH & AB,
7/16/2019,4108,267.31,0.812,30.37671617,6,1,LH & AB,
7/16/2019,2334,98.45,0.2461,24.99746064,6,1,LH & AB,
7/16/2019,3261,170.29,0.6961,40.87732691,6,1,LH & AB,
7/19/2019,3995,117.16,0.31,26.45954251,6,1,LH & AB,
7/19/2019,4002,115.97,0.3457,29.80943347,6,1,LH & AB,
7/19/2019,4009,64.18,0.1571,24.47803054,6,1,LH & AB,
7/19/2019,4006,224.01,0.6821,30.4495335,6,1,LH & AB,
7/19/2019,2388,41.29,0.1018,24.65488012,6,1,LH & AB,
7/19/2019,4007,50.81,0.1246,24.52273175,6,1,LH & AB,
7/19/2019,4017,86.26,0.2113,24.49571064,6,1,LH & AB,
7/19/2019,2362,61.96,0.1745,28.16333118,6,1,LH & AB,
7/19/2019,3996,46.93,0.1234,26.29448114,6,1,LH & AB,
7/19/2019,3997,49.01,0.1304,26.60681494,6,1,LH & AB,
7/19/2019,2508,75.44,0.279,36.98303287,6,1,LH & AB,
7/19/2019,4000,51.09,0.1427,27.93110198,6,1,LH & AB,
7/19/2019,3999,43.87,0.1256,28.63004331,6,1,LH & AB,
7/19/2019,4003,70.59,0.1858,26.32100864,6,1,LH & AB,
7/19/2019,4016,40.72,0.0961,23.60019646,6,1,LH & AB,
7/19/2019,2553,60.78,0.1797,29.56564659,6,1,LH & AB,
7/19/2019,2554,61.69,0.1693,27.44366996,6,1,LH & AB,
7/19/2019,2552,71.6,0.1756,24.52513966,6,1,LH & AB,
7/19/2019,4011,50.29,0.1401,27.85842116,6,1,LH & AB,
7/19/2019,4013,67.33,0.196,29.110352,6,1,LH & AB,
7/19/2019,4015,55.58,0.1397,25.13494063,6,1,LH & AB,
7/19/2019,4010,55.41,0.1457,26.29489262,6,1,LH & AB,
7/19/2019,4012,35.52,0.109,30.68693694,6,1,LH & AB,
7/24/2019,3283,43.96,0.2619,59.57688808,6,1,AB & AS,
7/24/2019,3284,46.22,0.2818,60.96927737,6,1,AB & AS,
7/24/2019,3297,37.15,0.1858,50.01345895,6,1,AB & AS,
7/24/2019,3288,55.35,0.1954,35.30261969,6,1,AB & AS,
7/24/2019,3287,41.06,0.2348,57.18460789,6,1,AB & AS,
7/24/2019,346,39.59,0.2392,60.4192978,6,1,AB & AS,
7/24/2019,3289,68.52,0.4141,60.43490952,6,1,AB & AS,
7/24/2019,3299,26.63,0.0969,36.38753286,6,1,AB & AS,
7/24/2019,154,25.99,0.139,53.4821085,6,1,AB & AS,
7/24/2019,3302,33.2,0.1468,44.21686747,6,1,AB & AS,
7/24/2019,3293,39.85,0.2379,59.69887077,6,1,AB & AS,
7/24/2019,3294,42.85,0.1841,42.9638273,6,1,AB & AS,
7/24/2019,3290,24.51,0.0976,39.82048144,6,1,AB & AS,
7/28/2019,3221,0.647,0.0057,88.09891808,0.647,9.273570325,AB & AS,
7/28/2019,3230,0.708,0.0068,96.04519774,0.708,8.474576271,AB & AS,
7/28/2019,625,1.062,0.0104,97.92843691,1.062,5.649717514,AB & AS,
7/28/2019,3229,1.063,0.0123,115.710254,1.063,5.644402634,AB & AS,
7/28/2019,591,0.967,0.0129,133.4022751,0.967,6.20475698,AB & AS,
7/28/2019,3225,0.807,0.0093,115.2416357,0.807,7.434944238,AB & AS,
7/28/2019,3226,0.991,0.0127,128.1533804,0.991,6.054490414,AB & AS,
7/28/2019,3227,0.963,0.0105,109.0342679,0.963,6.230529595,AB & AS,
7/28/2019,620,0.902,0.0107,118.6252772,0.902,6.651884701,AB & AS,
7/28/2019,3224,0.858,0.009,104.8951049,0.858,6.993006993,AB & AS,
7/26/2019,689,0.707,0.011,155.5869873,0.707,8.486562942,AB & AS,
7/25/2019,3243,0.939,0.011,117.1458999,0.939,6.389776358,AB & AS,
7/25/2019,259,1.033,0.0149,144.2400774,1.033,5.808325266,AB & AS,
7/25/2019,277,0.769,0.0096,124.8374512,0.769,7.802340702,AB & AS,
7/25/2019,3242,0.779,0.0121,155.3273427,0.779,7.702182285,AB & AS,
7/24/2019,3309,0.961,0.0113,117.5858481,0.961,6.243496358,AB & AS,
7/24/2019,3310,0.979,0.0126,128.7027579,0.979,6.128702758,AB & AS,
7/24/2019,196,0.961,0.0118,122.7887617,0.961,6.243496358,AB & AS,
7/24/2019,3305,1.09,0.0155,142.2018349,1.09,5.504587156,AB & AS,
7/24/2019,3306,0.98,0.0123,125.5102041,0.98,6.12244898,AB & AS,
7/24/2019,3307,0.673,0.0149,221.3967311,0.673,8.915304606,AB & AS,
7/24/2019,175,0.765,0.01,130.7189542,0.765,7.843137255,AB & AS,
7/24/2019,174,1.084,0.0163,150.3690037,1.084,5.535055351,AB & AS,
7/24/2019,160,1.019,0.0115,112.8557409,1.019,5.888125613,AB & AS,
7/24/2019,161,0.809,0.0099,122.3733004,0.809,7.416563659,AB & AS,
7/24/2019,16,1.19,0.0228,191.5966387,1.19,5.042016807,AB & AS,
7/24/2019,19,0.649,0.0119,183.3590139,0.649,9.244992296,AB & AS,
7/24/2019,15,0.95,0.0106,111.5789474,0.95,6.315789474,AB & AS,
7/24/2019,133,1.074,0.0208,193.6685289,1.074,5.586592179,AB & AS,
7/24/2019,131,0.771,0.12,1556.420233,0.771,7.782101167,AB & AS,
7/24/2019,101,0.872,0.0114,130.733945,0.872,6.880733945,AB & AS,
7/24/2019,100,1.065,0.0169,158.685446,1.065,5.633802817,AB & AS,
7/24/2019,99,1.002,0.0125,124.750499,1.002,5.988023952,AB & AS,
7/24/2019,3285,0.718,0.0081,112.8133705,0.718,8.356545961,AB & AS,
7/24/2019,61,0.518,0.0143,276.0617761,0.518,11.58301158,AB & AS,
7/24/2019,63,1.113,0.02,179.6945193,1.113,5.39083558,AB & AS,one needle missing
7/24/2019,325,0.893,0.0168,188.1298992,0.893,6.718924972,AB & AS,
7/24/2019,3295,0.85,0.008,94.11764706,0.85,7.058823529,AB & AS,
7/11/2019,3961,0.742,0.0111,149.5956873,0.742,8.086253369,LH & AB,
7/11/2019,736,0.832,0.0127,152.6442308,0.832,7.211538462,LH & AB,
7/11/2019,3958,0.776,0.0122,157.2164948,0.776,7.731958763,LH & AB,
7/11/2019,3960,0.928,0.0119,128.2327586,0.928,6.465517241,LH & AB,
7/11/2019,4085,54.93,0.1761,32.05898416,6,1,LH & AB,
7/11/2019,737,0.886,0.0117,132.0541761,0.886,6.772009029,LH & AB,
7/9/2019,3314,0.906,0.0107,118.1015453,0.906,6.622516556,LH & AB,
7/9/2019,1515,0.717,0.0103,143.6541144,0.717,8.368200837,LH & AB,
7/8/2019,3987,0.895,0.0122,136.3128492,0.895,6.703910615,LH & AB,
7/8/2019,3982,0.694,0.01,144.092219,0.694,8.645533141,LH & AB,
7/8/2019,1102,0.782,0.013,166.2404092,0.782,7.672634271,LH & AB,
7/8/2019,1101,0.879,0.0112,127.4175199,0.879,6.825938567,LH & AB,
7/8/2019,3970,0.957,0.0104,108.6729363,0.957,6.269592476,LH & AB,
7/8/2019,3981,0.803,0.0099,123.2876712,0.803,7.471980075,LH & AB,
7/26/2019,3217,30.1,0.1815,60.29900332,6,1,AS & AB,
7/26/2019,707,45.38,0.2057,45.32833848,6,1,AS & AB,
7/26/2019,3214,65.09,0.403,61.91427255,6,1,AS & AB,
7/26/2019,690,102.08,0.5814,56.95532915,6,1,AS & AB,
7/26/2019,3213,51.98,0.1559,29.99230473,6,1,AS & AB,
7/26/2019,668,52.63,0.1763,33.49800494,6,1,AS & AB,
